,Name,Season,Pos,TRB,AST,STL,BLK,PTS,TS%,WS/48,BPM,VORP,Wins,Seed,All-Star,All-NBA
2,Larry Bird,1991-92,F,13.1,9.2,1.3,1,27.4,0.547,0.159,5.5,3.1,51,2,1,0
2,Isiah Thomas,1991-92,G,4.4,10.1,2.1,0.3,26,0.505,0.095,0.8,2.1,48,5,1,0
0,Dan Majerle,1991-92,F,8.2,4.6,2.2,0.7,24,0.551,0.165,4.1,4.4,53,4,1,0
0,Michael Adams,1991-92,G,5.4,10.4,2.5,0.2,24.8,0.506,0.09,1.7,2.6,25,13,1,0
0,Jeff Hornacek,1991-92,G,6.4,6.5,2.5,0.5,25.6,0.592,0.181,5.1,5.5,53,4,1,0
0,Reggie Lewis,1991-92,G,6.4,3,2,1.7,27.8,0.55,0.143,2.4,3.4,51,2,1,0
0,Otis Thorpe,1991-92,F,14.2,4.1,0.9,0.6,23.5,0.619,0.14,2.5,3.5,42,9,1,0
1,Isaiah Thomas,1990-91,G,5,14.1,2.4,0.3,24.5,0.507,0.098,1.8,1.6,50,3,1,0
1,David Robinson,1990-91,C,16.7,3.3,2,5,33.1,0.615,0.264,8.4,8.1,55,2,1,1
1,Karl Malone,1990-91,F,14.8,4.1,1.4,1.2,36.4,0.596,0.225,5.8,6.5,54,5,1,1
0,Tim Hardaway,1990-91,G,4.8,11.4,3.1,0.2,27.1,0.547,0.148,4,4.9,44,7,1,0
1,Hakeem Olajuwon,1990-91,C,18.2,3.1,2.9,5.2,28.1,0.549,0.201,6.3,4.3,52,6,0,1
1,John Stockton,1990-91,G,3.8,18.9,3.8,0.3,22.9,0.604,0.217,4.4,5,54,5,1,1
1,Michael Jordan,1990-91,G,8.1,7.5,3.7,1.4,42.7,0.605,0.321,10.8,9.8,61,1,1,1
1,Patrick Ewing,1990-91,C,14.7,4,1.3,4.2,35.1,0.561,0.155,3.9,4.6,39,8,1,1
1,Charles Barkley,1990-91,F,13.7,5.7,2.2,0.7,37.1,0.635,0.258,9.9,7.4,44,5,1,1
1,Clyde Drexler,1990-91,G,9.1,8.3,2.4,1,29.6,0.563,0.209,7.3,6.7,63,1,1,1
1,Kevin Johnson,1990-91,G,4.6,13.4,2.8,0.2,29.3,0.604,0.22,5.2,5.1,55,4,1,1
1,Dominique Wilkins,1990-91,F,11.6,4.2,1.9,1,33.2,0.555,0.177,4.7,5.2,43,6,1,1
1,Joe Dumars,1990-91,G,3.2,7.6,1.5,0.1,27.9,0.552,0.155,1.8,2.9,50,3,1,1
1,Chris Mullin,1990-91,F,6.2,4.6,2.4,0.9,29.5,0.618,0.176,4.5,5.4,44,7,1,1
0,Brad Daugherty,1990-91,C,14.2,4.3,1.3,0.8,28.2,0.583,0.147,2.2,3.1,33,9,1,0
1,Magic Johnson,1990-91,G,9.6,17.2,1.8,0.3,26.6,0.623,0.251,8.3,7.6,58,3,1,1
0,Bernard King,1990-91,F,6.5,6,1.1,0.3,37.2,0.527,0.07,0.1,1.3,30,10,1,1
1,James Worthy,1990-91,F,6,4.7,1.8,0.6,28.3,0.531,0.143,2.3,3.2,58,3,1,1
1,Larry Bird,1990-91,F,10.9,9.2,2.3,1.2,24.9,0.53,0.14,4.7,3.8,56,2,1,0
1,Tom Chambers,1990-91,F,9.4,3.7,1.2,1,29,0.513,0.105,-1.1,0.6,55,4,1,0
1,Isiah Thomas,1990-91,G,5,14.1,2.4,0.3,24.5,0.507,0.098,1.8,1.6,50,3,1,0
1,Robert Parish,1990-91,C,17.1,1.3,1.3,2.1,24.1,0.637,0.198,1.7,2.3,56,2,1,0
1,Kevin McHale,1990-91,F,11.3,3,0.6,3.4,29.5,0.606,0.182,2.5,2.3,56,2,1,0
0,Alvin Robertson,1990-91,G,8.8,8.5,4.7,0.3,21.1,0.538,0.142,6.1,5.3,48,4,1,0
0,Kevin Duckworth,1990-91,C,10.1,1.7,0.6,0.6,24.4,0.525,0.082,-3.2,-0.7,63,1,1,0
0,Terry Porter,1990-91,G,5.1,11.6,2.8,0.2,24.7,0.632,0.235,6.1,5.5,63,1,1,0
0,Hersey Hawkins,1990-91,G,5,4.8,2.9,0.6,28.5,0.592,0.151,3.5,4.3,44,5,1,0
0,Ricky Pierce,1990-91,G,4.4,3.9,1.4,0.3,36.8,0.586,0.174,-0.2,1,41,8,1,0
0,Isaiah Thomas,1989-90,G,5.2,13,2.4,0.3,25.4,0.501,0.107,2.5,3.4,59,1,1,0
0,David Robinson,1989-90,C,16,2.7,2.2,5.2,32.4,0.597,0.241,6.5,6.4,56,2,1,0
0,Karl Malone,1989-90,F,14.6,3.6,1.9,0.8,40.6,0.626,0.245,6.6,6.7,55,4,1,1
0,Hakeem Olajuwon,1989-90,C,17.5,3.6,2.6,5.7,30.3,0.541,0.173,5.9,6.3,41,8,1,1
0,John Stockton,1989-90,G,3.5,19.4,3.5,0.3,23,0.607,0.238,4.2,4.5,55,4,1,1
0,Michael Jordan,1989-90,G,8.8,8.1,3.5,0.8,42.7,0.606,0.285,10.6,10.1,55,3,1,1
0,Scottie Pippen,1989-90,F,8.6,7,3.3,1.6,21.3,0.528,0.087,2.6,3.6,55,3,1,0
0,Reggie Miller,1989-90,G,4.6,4.8,1.7,0.3,31.2,0.645,0.182,3.8,4.6,42,8,1,0
0,Patrick Ewing,1989-90,C,13.8,2.8,1.2,5,36.2,0.599,0.205,4.6,5.2,45,5,1,1
0,Charles Barkley,1989-90,F,14.7,4.9,2.4,0.8,32.1,0.661,0.269,9.8,9.2,53,2,1,1
0,Dennis Rodman,1989-90,F,16.9,1.5,1.1,1.3,15.4,0.608,0.189,3.4,3.2,59,1,1,0
0,Clyde Drexler,1989-90,G,8.9,7.6,2.5,0.9,29.8,0.551,0.208,7.9,6.6,59,3,1,0
0,Kevin Johnson,1989-90,G,4.6,14.5,1.6,0.2,28.5,0.585,0.2,3.7,4,54,5,1,1
0,Dominique Wilkins,1989-90,F,9,3.5,2.2,0.8,37.1,0.556,0.184,3.7,4.2,41,9,1,0
0,Joe Dumars,1989-90,G,4.2,7.3,1.2,0,26.3,0.555,0.162,1.5,2.3,59,1,1,0
0,Chris Mullin,1989-90,F,7.4,5.1,2,0.7,31.3,0.643,0.174,4.8,4.9,37,10,1,0
0,Magic Johnson,1989-90,G,8.9,15.4,2.2,0.6,30,0.622,0.27,9.5,8.5,63,1,1,1
0,James Worthy,1989-90,F,8,4.8,1.7,0.8,28.4,0.586,0.172,4,4.5,63,1,1,0
0,Larry Bird,1989-90,F,11.8,9.3,1.8,1,30.2,0.546,0.154,6.1,6.1,52,4,1,1
0,Tom Chambers,1989-90,F,8.9,3,1.4,0.7,34.5,0.579,0.176,1.8,2.9,54,5,1,1
0,Isiah Thomas,1989-90,G,5.2,13,2.4,0.3,25.4,0.501,0.107,2.5,3.4,59,1,1,0
0,Robert Parish,1989-90,C,16.2,2.1,0.8,1.4,25.4,0.616,0.157,1.4,2.1,52,4,1,0
0,Kevin McHale,1989-90,F,12.2,3.1,0.5,2.8,30.8,0.623,0.195,3.7,3.9,52,4,1,0
0,Rolando Blackman,1989-90,G,4.8,5,1.3,0.4,26.9,0.552,0.111,0.5,1.9,47,6,1,0
0,Fat Lever,1989-90,G,11.8,8.3,2.7,0.2,23.2,0.504,0.149,5.6,5.4,43,7,1,0
0,AC Green,1989-90,F,13.1,1.7,1.2,0.9,19.5,0.548,0.137,0.4,1.6,63,1,1,0
